branch_id,from_bus_id,to_bus_id,dist,branch_device_type,cost
101481,3004141,3004032,25.71745446,Line,58.56977206
101482,3004033,3004101,23.6539127,Line,53.87019456
101483,3004033,3004147,21.60767038,Line,49.21001536
101484,3004033,3004147,21.60767038,Line,49.21001536
101485,3004033,3004190,5.289710804,Line,12.04696042
101486,3004034,3004154,33.08436371,Line,75.34741218
101487,3004064,3004035,6.739155504,Line,15.3479732
101488,3004035,3004150,16.80741397,Line,38.27775437
101489,3004132,3004036,46.03015977,Line,104.8305916
101490,3004036,3004189,40.79667167,Line,92.91167461
101491,3004037,3004054,16.85314238,Line,38.38189776
101492,3004099,3004037,21.54799914,Line,49.07411813
101493,3004054,3004038,18.88479869,Line,43.00885831
101494,3004038,3004125,28.27392017,Line,64.3919507
101495,3004038,3004178,21.99589691,Line,50.09417517
101496,3004040,3004039,0,Transformer,99999
101497,3004040,3004039,0,Transformer,99999
101498,3004073,3004039,3.249939686,Line,4.037192157
101499,3004073,3004039,3.249939686,Line,4.037192157
101500,3004039,3004151,115.4985497,Line,143.4764592
101501,3004039,3004151,115.4985497,Line,143.4764592
101502,3004039,3004151,115.4985497,Line,143.4764592
101503,3004074,3004040,3.249939686,Line,7.401518955
101504,3004074,3004040,3.249939686,Line,7.401518955
101505,3004074,3004040,3.249939686,Line,7.401518955
101506,3004079,3004040,10.04822064,Line,22.88414639
101507,3004079,3004040,10.04822064,Line,22.88414639
101508,3004079,3004040,10.04822064,Line,22.88414639
101509,3004042,3004041,0,Transformer,99999
101510,3004042,3004041,0,Transformer,99999
101511,3004042,3004041,0,Transformer,99999
101512,3004073,3004041,28.61670702,Line,35.54870437
101513,3004073,3004041,28.61670702,Line,35.54870437
101514,3004088,3004042,6.851855136,Line,15.60463903
101515,3004088,3004042,6.851855136,Line,15.60463903
101516,3004107,3004042,6.540861514,Line,14.89637198
101517,3004107,3004042,6.540861514,Line,14.89637198
101518,3004043,3004119,16.21989516,Line,36.93971982
101519,3004045,3004044,0,Transformer,99999
101520,3004046,3004044,0,Transformer,99999
101521,3004047,3004044,0,Transformer,99999
101522,3004044,3004119,5.796980171,Line,13.20223227
101523,3004185,3004044,41.52047569,Line,94.56008957
101524,3004048,3004154,8.950112388,Line,20.38327873
101525,3004048,3004155,7.350931138,Line,16.74125104
101526,3004048,3004155,7.350931138,Line,16.74125104
101527,3004050,3004049,0,Transformer,99999
101528,3004050,3004049,0,Transformer,99999
101529,3004086,3004049,12.34125011,Line,28.10636671
101530,3004049,3004194,8.33120004,Line,18.9737475
101531,3004049,3004194,8.33120004,Line,18.9737475
101532,3004052,3004051,0,Transformer,99999
101533,3004127,3004051,26.86059948,Line,61.17320792
101534,3004053,3004152,19.9790646,Line,45.50097528
101535,3004053,3004152,19.9790646,Line,45.50097528
101536,3004053,3004191,50.2723398,Line,114.4918712
101537,3004053,3004191,50.2723398,Line,114.4918712
101538,3004055,3004078,9.9778413,Line,22.72386217
101539,3004055,3004078,9.9778413,Line,22.72386217
101540,3004055,3004109,15.19445654,Line,34.60435236
101541,3004055,3004145,8.12495986,Line,18.50404937
101542,3004055,3004145,8.12495986,Line,18.50404937
101543,3004057,3004056,0,Transformer,99999
101544,3004058,3004056,0,Transformer,99999
101545,3004059,3004056,0,Transformer,99999
101546,3004060,3004056,0,Transformer,99999
101547,3004061,3004056,0,Transformer,99999
101548,3004062,3004056,0,Transformer,99999
101549,3004063,3004056,0,Transformer,99999
101550,3004056,3004158,18.6896616,Line,23.21697093
101551,3004056,3004181,12.42554656,Line,15.43546156
101552,3004108,3004057,5.942489894,Line,13.53362088
101553,3004108,3004057,5.942489894,Line,13.53362088
101554,3004057,3004145,12.36739647,Line,28.16591329
101555,3004057,3004145,12.36739647,Line,28.16591329
101556,3004065,3004064,0,Transformer,99999
101557,3004069,3004064,6.844303212,Line,15.58744003
101558,3004064,3004099,20.76349838,Line,47.28747042
101559,3004064,3004099,20.76349838,Line,47.28747042
101560,3004064,3004104,13.66143785,Line,31.11300546
101561,3004064,3004104,13.66143785,Line,31.11300546
101562,3004066,3004068,17.32942261,Line,39.46659394
101563,3004066,3004107,6.946129219,Line,15.81934191
101564,3004066,3004107,6.946129219,Line,15.81934191
101565,3004111,3004067,7.594953407,Line,17.29699534
101566,3004194,3004067,10.3858549,Line,23.6530857
101567,3004194,3004067,10.3858549,Line,23.6530857
101568,3004194,3004067,10.3858549,Line,23.6530857
101569,3004068,3004103,16.81593195,Line,38.2971535
101570,3004068,3004186,24.72156569,Line,56.30170239
101571,3004069,3004072,11.78248358,Line,26.83381353
101572,3004071,3004070,0,Transformer,99999
101573,3004071,3004070,0,Transformer,99999
101574,3004070,3004183,69.84034511,Line,86.75819268
101575,3004070,3004192,20.63662183,Line,25.63555507
101576,3004070,3004192,20.63662183,Line,25.63555507
101577,3004106,3004071,11.98655242,Line,27.29856658
101578,3004072,3004156,8.923530888,Line,20.32274115
101579,3004072,3004168,6.248951529,Line,14.23156663
101580,3004072,3004168,6.248951529,Line,14.23156663
101581,3004074,3004073,0,Transformer,99999
101582,3004074,3004073,0,Transformer,99999
101583,3004075,3004073,0,Transformer,99999
101584,3004076,3004073,0,Transformer,99999
101585,3004077,3004073,0,Transformer,99999
101586,3004146,3004073,160.3528548,Line,199.1960929
101587,3004073,3004183,76.56578096,Line,95.11277138
101588,3004192,3004073,93.61405525,Line,116.2907519
101589,3004155,3004074,17.51059793,Line,39.87920855
101590,3004120,3004078,5.614966512,Line,12.78770841
101591,3004078,3004180,27.10800879,Line,61.73666597
101592,3004079,3004157,7.421852231,Line,16.90276906
101593,3004079,3004157,7.421852231,Line,16.90276906
101594,3004081,3004080,0,Transformer,99999
101595,3004081,3004080,0,Transformer,99999
101596,3004082,3004080,0,Transformer,99999
101597,3004083,3004080,0,Transformer,99999
101598,3004084,3004080,0,Transformer,99999
101599,3004085,3004080,0,Transformer,99999
101600,3004140,3004080,63.54559964,Line,78.9386331
101601,3004080,3004151,73.06304752,Line,90.76154971
101602,3004080,3004181,43.32449349,Line,53.81924657
101603,3004183,3004080,131.265489,Line,163.0627193
101604,3004086,3004106,29.21475678,Line,66.53464277
101605,3004110,3004086,21.85922811,Line,49.78292117
101606,3004156,3004087,7.501346392,Line,17.08381166
101607,3004090,3004089,0,Transformer,99999
101608,3004091,3004089,0,Transformer,99999
101609,3004092,3004089,0,Transformer,99999
101610,3004093,3004089,0,Transformer,99999
101611,3004094,3004089,0,Transformer,99999
101612,3004095,3004089,0,Transformer,99999
101613,3004096,3004089,0,Transformer,99999
101614,3004097,3004089,0,Transformer,99999
101615,3004098,3004089,0,Transformer,99999
101616,3004089,3004194,21.81218403,Line,49.67578143
101617,3004169,3004099,20.09199418,Line,45.75816481
101618,3004169,3004099,20.09199418,Line,45.75816481
101619,3004100,3004120,2.478882644,Line,5.645488423
101620,3004150,3004100,4.732148812,Line,10.7771505
101621,3004150,3004100,4.732148812,Line,10.7771505
101622,3004168,3004100,4.061670956,Line,9.250182302
101623,3004168,3004100,4.061670956,Line,9.250182302
101624,3004168,3004100,4.061670956,Line,9.250182302
101625,3004175,3004101,25.72631636,Line,58.58995444
101626,3004197,3004101,26.93862995,Line,61.35091707
101627,3004126,3004102,9.019975121,Line,20.5423864
101628,3004126,3004102,9.019975121,Line,20.5423864
101629,3004102,3004171,13.93301545,Line,31.73150516
101630,3004102,3004171,13.93301545,Line,31.73150516
101631,3004105,3004104,0,Transformer,99999
101632,3004105,3004104,0,Transformer,99999
101633,3004145,3004104,8.954048717,Line,20.39224345
101634,3004170,3004108,10.90608461,Line,24.83787384
101635,3004109,3004156,6.443732196,Line,14.67516649
101636,3004110,3004171,38.44848754,Line,87.56384327
101637,3004186,3004111,11.48669468,Line,26.16017423
101638,3004124,3004112,42.41971555,Line,96.60804783
101639,3004124,3004112,42.41971555,Line,96.60804783
101640,3004112,3004141,14.5057033,Line,33.0357632
101641,3004112,3004141,14.5057033,Line,33.0357632
101642,3004114,3004113,0,Transformer,99999
101643,3004115,3004113,0,Transformer,99999
101644,3004116,3004113,0,Transformer,99999
101645,3004146,3004113,26.55978953,Line,32.99352737
101646,3004190,3004114,5.194790108,Line,11.83078492
101647,3004190,3004114,5.194790108,Line,11.83078492
101648,3004117,3004172,19.84021713,Line,45.18475951
101649,3004139,3004118,25.41166016,Line,57.87334612
101650,3004148,3004118,42.52244102,Line,96.84199818
101651,3004164,3004119,53.89119164,Line,122.7335627
101652,3004122,3004157,6.878574797,Line,15.66549126
101653,3004122,3004157,6.878574797,Line,15.66549126
101654,3004123,3004180,28.28792564,Line,64.4238472
101655,3004128,3004124,44.88801768,Line,102.2294398
101656,3004128,3004124,44.88801768,Line,102.2294398
101657,3006264,3004125,22.24382803,Line,50.6588216
101658,3004193,3004126,11.46948293,Line,26.12097561
101659,3004193,3004126,11.46948293,Line,26.12097561
101660,3004193,3004126,11.46948293,Line,26.12097561
101661,3004144,3004127,36.3149583,Line,82.70487398
101662,3004129,3004130,25.91455967,Line,59.01866592
101663,3004129,3004176,40.78065166,Line,92.87519011
101664,3004130,3004179,23.96046286,Line,54.56834192
101665,3004132,3004131,0,Transformer,99999
101666,3004132,3004131,0,Transformer,99999
101667,3004133,3004131,0,Transformer,99999
101668,3004134,3004131,0,Transformer,99999
101669,3004135,3004131,0,Transformer,99999
101670,3004136,3004131,0,Transformer,99999
101671,3004137,3004131,0,Transformer,99999
101672,3004138,3004131,0,Transformer,99999
101673,3004131,3006308,55.79127238,Line,69.30592842
101674,3004132,3004143,26.73092451,Line,60.87788191
101675,3006357,3004132,24.34170469,Line,55.43659453
101676,3004139,3004144,15.25611917,Line,34.74478486
101677,3004139,3004169,15.23474459,Line,34.69610569
101678,3004141,3004140,0,Transformer,99999
101679,3004142,3004140,0,Transformer,99999
101680,3004140,3004151,31.02044786,Line,38.53471784
101681,3004140,3004196,123.6637388,Line,153.6195513
101682,3004141,3004165,26.31696284,Line,59.93511206
101683,3004189,3004143,36.78696039,Line,83.77982698
101684,3004147,3004146,0,Transformer,99999
101685,3004146,3004196,36.38327979,Line,45.19662085
101686,3004146,3004196,36.38327979,Line,45.19662085
101687,3004148,3004179,54.4267839,Line,123.9533381
101688,3004173,3004149,34.79350107,Line,79.23985752
101689,3004149,3004182,16.99372813,Line,38.70207235
101690,3004152,3004151,0,Transformer,99999
101691,3004152,3004151,0,Transformer,99999
101692,3004153,3004151,0,Transformer,99999
101693,3004151,3004158,91.94395683,Line,114.2160954
101694,3004164,3004155,9.044692694,Line,20.59867901
101695,3004159,3004158,0,Transformer,99999
101696,3004159,3004158,0,Transformer,99999
101697,3004160,3004158,0,Transformer,99999
101698,3004161,3004158,0,Transformer,99999
101699,3004162,3004158,0,Transformer,99999
101700,3004163,3004158,0,Transformer,99999
101701,3004159,3004168,1.24209171,Line,2.828780292
101702,3004159,3004168,1.24209171,Line,2.828780292
101703,3004159,3004168,1.24209171,Line,2.828780292
101704,3004159,3004168,1.24209171,Line,2.828780292
101705,3004166,3004165,0,Transformer,99999
101706,3004166,3004165,0,Transformer,99999
101707,3004186,3004167,19.35777456,Line,44.08602902
101708,3004180,3004170,10.86412771,Line,24.74231984
101709,3006221,3004172,19.88958507,Line,45.29719168
101710,3004172,3006346,15.83370432,Line,36.06019618
101711,3007030,3004173,31.74894862,Line,72.30609417
101712,3006015,3004174,9.610739552,Line,21.88781265
101713,3006276,3004174,15.62657343,Line,35.58846951
101714,3004176,3004175,29.22523807,Line,66.55851321
101715,3004177,3004176,0,Transformer,99999
101716,3004177,3004176,0,Transformer,99999
101717,3004178,3006253,35.37295154,Line,80.55951696
101718,3004182,3004181,0,Transformer,99999
101719,3007274,3004181,76.31782446,Line,94.80475088
101720,3004184,3004183,0,Transformer,99999
101721,3004191,3004184,26.87013561,Line,61.19492582
101722,3004191,3004184,26.87013561,Line,61.19492582
101723,3004184,3004194,14.26187344,Line,32.48045711
101724,3004184,3004194,14.26187344,Line,32.48045711
101725,3004187,3004189,38.62278472,Line,87.96079335
101726,3004193,3004192,0,Transformer,99999
101727,3004193,3004192,0,Transformer,99999
101728,3004193,3004192,0,Transformer,99999
101729,3004196,3004195,0,Transformer,99999
101730,3004195,3006239,205.8818624,Line,172.1420255
101731,3004197,3004196,0,Transformer,99999
101732,3005003,3005181,5.478398651,Line,12.4766843
101733,3005213,3005003,4.118307862,Line,9.379169045
101734,3005003,3005436,10.72074711,Line,24.41578018
101735,3005004,3005426,24.50037593,Line,55.79795761
101736,3005476,3005004,12.95486127,Line,29.50382484
101737,3005133,3005005,19.92238535,Line,45.3718921
101738,3005005,3005435,17.40708276,Line,39.6434597
101739,3005006,3005072,3.19491475,Line,7.276203364
101740,3005006,3005072,3.19491475,Line,7.276203364
101741,3005006,3005072,3.19491475,Line,7.276203364
101742,3005289,3005006,2.822399776,Line,6.427825577
101743,3005289,3005006,2.822399776,Line,6.427825577
101744,3005006,3005294,11.66325555,Line,26.56227973
101745,3005007,3005012,3.558739674,Line,8.104790147
101746,3005165,3005007,3.80819556,Line,8.672909143
101747,3005134,3005008,32.68714994,Line,74.44278453
101748,3005347,3005008,27.01258203,Line,61.51933795
101749,3005396,3005008,17.09420307,Line,38.93089726
101750,3005294,3005009,4.119144229,Line,9.381073814
101751,3005311,3005009,3.762488149,Line,8.568813589
101752,3005482,3005009,3.259659791,Line,7.423655839
101753,3005010,3005096,5.488510117,Line,12.49971248
101754,3005010,3005096,5.488510117,Line,12.49971248
101755,3005386,3005010,4.546412791,Line,10.35414921
101756,3005386,3005010,4.546412791,Line,10.35414921
101757,3005011,3005054,24.15338037,Line,55.00769857
101758,3008084,3005011,17.64627553,Line,40.18820514
101759,3005012,3005017,15.60463707,Line,35.53851092
101760,3005013,3005101,18.78090431,Line,42.77224585
101761,3005156,3005013,15.17865096,Line,34.56835623
101762,3005013,3005226,17.54783316,Line,39.96400928
101763,3005014,3005455,17.99253943,Line,40.97679786
101764,3005016,3005015,0,Transformer,99999
101765,3005016,3005015,0,Transformer,99999
101766,3005063,3005015,21.5525561,Line,18.02053185
101767,3005015,3005164,34.24266489,Line,28.63099071
101768,3005361,3005015,66.43377745,Line,55.54663667
101769,3005015,3005479,44.00622118,Line,36.79449931
101770,3005265,3005016,5.506043916,Line,12.53964453
101771,3005265,3005016,5.506043916,Line,12.53964453
101772,3005265,3005016,5.506043916,Line,12.53964453
101773,3005420,3005016,5.825794463,Line,13.26785488
101774,3005420,3005016,5.825794463,Line,13.26785488
101775,3005218,3005017,11.2999364,Line,25.73484479
101776,3005017,3005315,12.31878294,Line,28.05519925
101777,3005019,3005018,0,Transformer,99999
101778,3005020,3005018,0,Transformer,99999
101779,3005055,3005018,26.569287,Line,22.21512291
101780,3005018,3005236,49.42709282,Line,41.32700069
101781,3005018,3005236,49.42709282,Line,41.32700069
101782,3005018,3005413,45.65065278,Line,38.16944212
101783,3005019,3005176,18.16783857,Line,41.37602987
101784,3005022,3005021,0,Transformer,99999
101785,3005022,3005021,0,Transformer,99999
101786,3005023,3005021,0,Transformer,99999
101787,3005021,3005401,39.38982735,Line,32.93463825
101788,3005021,3005413,74.8247034,Line,62.56246104
101789,3005479,3005021,28.54600953,Line,23.86790095
101790,3005249,3005022,7.438866555,Line,16.94151803
101791,3005249,3005022,7.438866555,Line,16.94151803
101792,3005306,3005022,11.31883887,Line,25.77789391
101793,3005306,3005022,11.31883887,Line,25.77789391
101794,3005022,3005441,14.68266202,Line,33.43877479
101795,3005022,3005441,14.68266202,Line,33.43877479
101796,3005140,3005024,8.965380125,Line,20.41804997
101797,3005024,3005182,7.070422581,Line,16.10241168
101798,3005452,3005024,29.90087321,Line,68.09722676
101799,3005453,3005025,21.32967426,Line,48.57689791
101800,3005453,3005025,21.32967426,Line,48.57689791
101801,3005025,3005473,13.84184934,Line,31.5238805
101802,3005025,3005473,13.84184934,Line,31.5238805
101803,3005026,3005104,6.016453662,Line,13.70206838
101804,3005026,3005104,6.016453662,Line,13.70206838
101805,3005026,3005375,4.413265491,Line,10.0509152
101806,3005027,3005098,9.503445707,Line,21.64345813
101807,3005027,3005469,6.766390694,Line,15.40999951
101808,3005027,3005469,6.766390694,Line,15.40999951
101809,3005027,3005481,8.853361366,Line,20.16293479
101810,3005097,3005028,4.130239588,Line,9.406342746
101811,3005097,3005028,4.130239588,Line,9.406342746
101812,3005028,3005233,5.332469651,Line,12.14434082
101813,3005028,3005478,9.280544215,Line,21.13581498
101814,3005029,3005142,15.46464181,Line,35.21968114
101815,3005461,3005029,12.15612967,Line,27.68476736
101816,3005312,3005030,13.6862094,Line,31.16942099
101817,3005030,3005430,14.03558514,Line,31.96510074
101818,3005031,3005296,11.15957847,Line,25.41518907
101819,3005408,3005031,12.10165476,Line,27.56070442
101820,3005032,3005090,9.84657319,Line,22.42490789
101821,3005214,3005032,5.174124724,Line,11.7837209
101822,3005032,3005228,9.91280208,Line,22.57573973
101823,3005032,3005228,9.91280208,Line,22.57573973
101824,3005329,3005032,4.430220102,Line,10.08952818
101825,3005034,3005033,0,Transformer,99999
101826,3005035,3005033,0,Transformer,99999
101827,3005036,3005033,0,Transformer,99999
101828,3005037,3005033,0,Transformer,99999
101829,3005038,3005033,0,Transformer,99999
101830,3005039,3005033,0,Transformer,99999
101831,3005040,3005033,0,Transformer,99999
101832,3005041,3005033,0,Transformer,99999
101833,3005042,3005033,0,Transformer,99999
101834,3005033,3005047,53.44922561,Line,44.68998797
101835,3005033,3005350,24.09655658,Line,20.14762256
101836,3005033,3005384,7.566742848,Line,6.326708067
101837,3005034,3005313,4.914585232,Line,11.19263717
101838,3005034,3005313,4.914585232,Line,11.19263717
101839,3005034,3005313,4.914585232,Line,11.19263717
101840,3005371,3005034,10.68041366,Line,24.32392346
101841,3005043,3005152,19.35988373,Line,44.09083251
101842,3005043,3005284,24.55088704,Line,55.91299325
101843,3005044,3005153,13.3564965,Line,30.41852205
101844,3005044,3005153,13.3564965,Line,30.41852205
101845,3005185,3005044,13.76264387,Line,31.34349536
101846,3005185,3005044,13.76264387,Line,31.34349536
101847,3005046,3005045,0,Transformer,99999
101848,3005045,3005120,98.69137797,Line,82.51787456
101849,3005260,3005045,38.69432374,Line,32.3531135
101850,3005413,3005045,43.13541431,Line,36.06639993
101851,3005286,3005046,27.08621274,Line,61.68702694
101852,3005048,3005047,0,Transformer,99999
101853,3005047,3005179,72.05263317,Line,60.24467656
101854,3005047,3005260,60.54046269,Line,50.61911596
101855,3005047,3005444,15.06762315,Line,12.59834711
101856,3005480,3005048,11.52396425,Line,26.24505317
101857,3005480,3005048,11.52396425,Line,26.24505317
101858,3005480,3005048,11.52396425,Line,26.24505317
101859,3005480,3005048,11.52396425,Line,26.24505317
101860,3005050,3005049,0,Transformer,99999
101861,3005051,3005049,0,Transformer,99999
101862,3005052,3005049,0,Transformer,99999
101863,3005049,3005304,45.72514691,Line,38.23172818
101864,3005049,3005350,54.51436851,Line,45.58057568
101865,3005049,3008074,190.6734043,Line,159.4259233
101866,3008126,3005049,101.3849464,Line,84.77002204
101867,3005454,3005050,12.02147557,Line,27.37810171
101868,3005454,3005050,12.02147557,Line,27.37810171
101869,3005052,3008038,48.23319608,Line,109.8478586
101870,3005052,3008124,31.15828562,Line,70.96089893
101871,3005173,3005053,3.80073163,Line,8.655910545
101872,3005173,3005053,3.80073163,Line,8.655910545
101873,3005053,3005357,5.059701794,Line,11.52313038
101874,3005053,3005357,5.059701794,Line,11.52313038
101875,3005054,3005223,17.5808416,Line,40.03918378
101876,3005056,3005055,0,Transformer,99999
101877,3005057,3005055,0,Transformer,99999
101878,3005058,3005055,0,Transformer,99999
101879,3005055,3005196,24.28682465,Line,20.30670957
101880,3005187,3005056,31.92133837,Line,72.69870023
101881,3005197,3005056,24.28682465,Line,55.31160893
101882,3005060,3005059,0,Transformer,99999
101883,3005059,3005426,16.43279998,Line,37.42459622
101884,3008148,3005059,17.0503602,Line,38.83104807
101885,3005061,3005060,0,Transformer,99999
101886,3005060,3008065,12.42993648,Line,28.30834394
101887,3005062,3005061,0,Transformer,99999
101888,3005064,3005063,0,Transformer,99999
101889,3005064,3005063,0,Transformer,99999
101890,3005065,3005063,0,Transformer,99999
101891,3005066,3005063,0,Transformer,99999
101892,3005067,3005063,0,Transformer,99999
101893,3005068,3005063,0,Transformer,99999
101894,3005069,3005063,0,Transformer,99999
101895,3005063,3005304,60.90522731,Line,50.92410311
101896,3005322,3005063,20.14106268,Line,16.84035341
101897,3005063,3005401,66.69990027,Line,55.76914738
101898,3005064,3005125,4.077885103,Line,9.287108929
101899,3005064,3005125,4.077885103,Line,9.287108929
101900,3005064,3005125,4.077885103,Line,9.287108929
101901,3005064,3005125,4.077885103,Line,9.287108929
101902,3005143,3005064,3.637950621,Line,8.285187751
101903,3005143,3005064,3.637950621,Line,8.285187751
101904,3005143,3005064,3.637950621,Line,8.285187751
101905,3005070,3005128,4.816336897,Line,10.9688832
101906,3005425,3005070,3.603496513,Line,8.206720838
101907,3005138,3005071,11.96754573,Line,27.25528013
101908,3005071,3005359,19.73802264,Line,44.95201842
101909,3005103,3005072,4.908912395,Line,11.17971767
101910,3005103,3005072,4.908912395,Line,11.17971767
101911,3005103,3005072,4.908912395,Line,11.17971767
101912,3005103,3005072,4.908912395,Line,11.17971767
101913,3005103,3005072,4.908912395,Line,11.17971767
101914,3005116,3005072,4.637299292,Line,10.5611371
101915,3005116,3005072,4.637299292,Line,10.5611371
101916,3005121,3005073,12.14590966,Line,27.66149199
101917,3005484,3005073,35.93503752,Line,81.83962996
101918,3005074,3005147,18.52055337,Line,42.1793141
101919,3005074,3005331,11.93608106,Line,27.18362147
101920,3005075,3005267,51.67849218,Line,117.6942886
101921,3005075,3005377,57.6668561,Line,131.3323845
101922,3005077,3005076,0,Transformer,99999
101923,3005227,3005076,12.55073123,Line,28.58344587
101924,3008108,3005077,16.7871374,Line,38.23157587
101925,3005160,3005078,9.388328051,Line,21.38128542
101926,3005079,3005138,7.802110875,Line,17.76878253
101927,3005079,3005138,7.802110875,Line,17.76878253
101928,3005378,3005079,4.913382811,Line,11.18989874
101929,3005142,3005080,17.92271049,Line,40.81776715
101930,3005080,3005328,20.3982975,Line,46.45575001
101931,3005081,3005163,16.69650773,Line,38.02517288
101932,3005221,3005081,12.17816246,Line,27.73494556
101933,3005081,3005377,4.537194098,Line,10.33315426
101934,3005082,3005086,7.087050575,Line,16.14028081
101935,3005082,3005330,6.923220043,Line,15.7671678
101936,3005082,3005440,3.464206654,Line,7.889497556
101937,3005084,3005083,0,Transformer,99999
101938,3005083,3005295,8.823282254,Line,7.3773263
101939,3005083,3005322,54.68990256,Line,45.72734328
101940,3005083,3005464,15.16566934,Line,12.68032554
101941,3005357,3005084,6.419528727,Line,14.62004472
101942,3005357,3005084,6.419528727,Line,14.62004472
101943,3005357,3005084,6.419528727,Line,14.62004472
101944,3005157,3005085,7.409202862,Line,16.87396097
101945,3005085,3005468,4.260252084,Line,9.702437457
101946,3005086,3005177,9.32510123,Line,21.23729059
101947,3005086,3005210,12.42097096,Line,28.28792559
101948,3005086,3005447,10.61871449,Line,24.18340774
101949,3005257,3005087,14.03246957,Line,31.95800524
101950,3005087,3005345,18.43221075,Line,41.97811971
101951,3005087,3005348,15.54166573,Line,35.39509793
101952,3005089,3005088,0,Transformer,99999
101953,3005088,3005290,10.60938489,Line,24.16216021
101954,3005088,3005393,19.90322452,Line,45.32825461
101955,3005090,3005122,6.518682161,Line,14.84585999
101956,3005090,3005230,4.459284328,Line,10.15572
101957,3005090,3005311,5.413723233,Line,12.32939039
101958,3005171,3005091,10.07439118,Line,22.94374803
101959,3005091,3005257,15.98512224,Line,36.40504031
101960,3005092,3005186,17.47144575,Line,39.79004207
101961,3005453,3005092,19.9888511,Line,45.52326337
101962,3005475,3005092,15.27082533,Line,34.77827716
101963,3005093,3005291,9.688326055,Line,22.06451068
101964,3005332,3005093,12.01377797,Line,27.36057096
101965,3005093,3005434,6.45405276,Line,14.69867088
101966,3005093,3005434,6.45405276,Line,14.69867088
101967,3005094,3005381,14.14716589,Line,32.21921838
101968,3005485,3005094,10.1827205,Line,23.19046076
101969,3005277,3005095,8.952597042,Line,20.38893736
101970,3005341,3005095,6.06620705,Line,13.81537838
101971,3005305,3005096,7.573103386,Line,17.24723338
101972,3005305,3005096,7.573103386,Line,17.24723338
101973,3005305,3005096,7.573103386,Line,17.24723338
101974,3005096,3005412,7.59200048,Line,17.29027025
101975,3005097,3005125,3.338679187,Line,7.603617196
101976,3005097,3005125,3.338679187,Line,7.603617196
101977,3005098,3005453,22.78863758,Line,51.8995887
101978,3005098,3005475,28.05216551,Line,63.88691938
101979,3005099,3005195,9.974816766,Line,22.716974
101980,3005099,3005339,8.627547459,Line,19.64865881
101981,3005229,3005100,2.42723451,Line,5.527863272
101982,3005229,3005100,2.42723451,Line,5.527863272
101983,3005250,3005100,5.352993663,Line,12.19108288
101984,3005250,3005100,5.352993663,Line,12.19108288
101985,3005250,3005100,5.352993663,Line,12.19108288
101986,3005100,3005352,2.412270702,Line,5.493784208
101987,3005100,3005352,2.412270702,Line,5.493784208
101988,3005231,3005101,46.36173763,Line,105.5857379
101989,3005103,3005102,0,Transformer,99999
101990,3005103,3005102,0,Transformer,99999
101991,3005102,3005304,17.77698987,Line,14.8637039
101992,3005384,3005102,30.14695814,Line,25.20648674
101993,3005464,3005102,21.71249253,Line,18.15425797
101994,3005103,3005130,5.02623392,Line,11.44690955
101995,3005103,3005130,5.02623392,Line,11.44690955
101996,3005104,3005199,16.28764539,Line,37.09401642
101997,3005447,3005104,5.796099724,Line,13.20022711
101998,3005447,3005104,5.796099724,Line,13.20022711
101999,3005104,3005480,10.15950512,Line,23.1375893
102000,3005104,3005480,10.15950512,Line,23.1375893
102001,3005104,3005480,10.15950512,Line,23.1375893
102002,3005104,3005480,10.15950512,Line,23.1375893
102003,3005106,3005105,0,Transformer,99999
102004,3005107,3005105,0,Transformer,99999
102005,3005105,3005148,4.983884489,Line,11.35046157
102006,3005105,3005253,14.23989359,Line,32.43039948
102007,3005105,3005422,11.45287017,Line,26.08314117
102008,3005108,3005266,6.215812043,Line,14.15609368
102009,3005108,3005266,6.215812043,Line,14.15609368
102010,3005108,3005353,4.572518754,Line,10.41360379
102011,3005108,3005353,4.572518754,Line,10.41360379
102012,3005449,3005108,6.479776628,Line,14.75725526
102013,3005449,3005108,6.479776628,Line,14.75725526
102014,3005449,3005108,6.479776628,Line,14.75725526
102015,3005274,3005109,8.695071997,Line,19.8024414
102016,3005109,3005333,6.881818223,Line,15.67287794
102017,3005176,3005110,16.28126372,Line,37.07948259
102018,3005110,3005200,14.57689607,Line,33.19789994
102019,3005203,3005111,4.380148823,Line,9.975494215
102020,3005111,3005289,3.828638492,Line,8.719466545
102021,3005111,3005289,3.828638492,Line,8.719466545
102022,3005111,3005372,3.861729057,Line,8.794828079
102023,3005112,3005133,40.34478598,Line,91.88253535
102024,3005191,3005112,18.83617879,Line,42.89812974
102025,3005112,3005246,24.44524122,Line,55.67239202
102026,3005286,3005112,44.68475826,Line,101.7665302
102027,3005113,3005195,21.8155298,Line,49.68340119
102028,3005113,3005218,20.19695969,Line,45.99721668
102029,3005220,3005113,13.34812425,Line,30.3994548
102030,3005219,3005114,20.80086463,Line,47.37256955
102031,3005114,3005222,22.05969789,Line,50.23947761
102032,3005227,3005114,21.52159813,Line,49.0139916
102033,3005115,3005421,8.097866723,Line,18.44234657
102034,3005454,3005115,12.84318559,Line,29.24949099
102035,3005116,3005224,8.560381274,Line,19.49569234
102036,3005116,3005224,8.560381274,Line,19.49569234
102037,3005117,3005216,3.71323125,Line,8.456634317
102038,3005117,3005409,6.881534331,Line,15.6722314
102039,3005334,3005118,31.25845715,Line,71.18903285
102040,3005347,3005118,24.09189544,Line,54.86767078
