branch_id,from_bus_id,to_bus_id,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax,branch_device_type,interconnect,from_zone_id,to_zone_id,from_zone_name,to_zone_name,from_lat,from_lon,to_lat,to_lon
101528,3004050,3004049,0.00389,0.07962,0.0,208.0,0.0,0.0,1.0,0.0,1,0,0,75.0,-14.4,-74.78,19.0,0,0,0,0,Transformer,Texas,304,304,South,South,26.3307,-97.5857,26.3307,-97.5857
101529,3004086,3004049,0.00927,0.04053,0.00617,238.4,0.0,0.0,0.0,0.0,1,0,0,-18.94,42.27,19.13,-42.08,0,0,0,0,Line,Texas,304,304,South,South,26.2614,-97.489,26.3307,-97.5857
101530,3004049,3004194,0.00379,0.02643,0.00432,221.0,0.0,0.0,0.0,0.0,1,0,0,65.21,2.04,-65.05,-1.39,0,0,0,0,Line,Texas,304,304,South,South,26.3307,-97.5857,26.3489,-97.6668
101531,3004049,3004194,0.00379,0.02643,0.00432,221.0,0.0,0.0,0.0,0.0,1,0,0,65.21,2.04,-65.05,-1.39,0,0,0,0,Line,Texas,304,304,South,South,26.3307,-97.5857,26.3489,-97.6668
101532,3004052,3004051,0.00406,0.16879,0.0,100.0,0.0,0.0,1.0,0.0,1,0,0,44.13,22.5,-44.04,-18.64,0,0,0,0,Transformer,Texas,304,304,South,South,27.5697,-97.8228,27.5697,-97.8228
101533,3004127,3004051,0.01554,0.08876,0.01334,221.0,0.0,0.0,0.0,0.0,1,0,0,-61.95,47.56,62.85,-43.78,0,0,0,0,Line,Texas,304,304,South,South,27.6599,-98.0757,27.5697,-97.8228
101534,3004053,3004152,0.0091,0.06213,0.01057,221.0,0.0,0.0,0.0,0.0,1,0,0,-61.68,1.76,62.01,-0.58,0,0,0,0,Line,Texas,304,304,South,South,26.911,-97.7738,27.0011,-97.5994
101535,3004053,3004152,0.0091,0.06213,0.01057,221.0,0.0,0.0,0.0,0.0,1,0,0,-61.68,1.76,62.01,-0.58,0,0,0,0,Line,Texas,304,304,South,South,26.911,-97.7738,27.0011,-97.5994
101536,3004053,3004191,0.02289,0.14783,0.0282,221.0,0.0,0.0,0.0,0.0,1,0,0,61.62,-1.77,-60.79,4.29,0,0,0,0,Line,Texas,304,304,South,South,26.911,-97.7738,26.5693,-97.4423
101537,3004053,3004191,0.02289,0.14783,0.0282,221.0,0.0,0.0,0.0,0.0,1,0,0,61.62,-1.77,-60.79,4.29,0,0,0,0,Line,Texas,304,304,South,South,26.911,-97.7738,26.5693,-97.4423
101538,3004055,3004078,0.00454,0.03104,0.00528,221.0,0.0,0.0,0.0,0.0,1,0,0,25.44,4.71,-25.41,-5.02,0,0,0,0,Line,Texas,304,304,South,South,27.8194,-97.3925,27.7299,-97.3852
101539,3004055,3004078,0.00454,0.03104,0.00528,221.0,0.0,0.0,0.0,0.0,1,0,0,25.44,4.71,-25.41,-5.02,0,0,0,0,Line,Texas,304,304,South,South,27.8194,-97.3925,27.7299,-97.3852
101540,3004055,3004109,0.01141,0.04991,0.0076,149.0,0.0,0.0,0.0,0.0,1,0,0,72.63,-9.39,-72.01,11.34,0,0,0,0,Line,Texas,304,304,South,South,27.8194,-97.3925,27.6833,-97.4063
101541,3004055,3004145,0.0037,0.02577,0.00421,221.0,0.0,0.0,0.0,0.0,1,0,0,-70.64,-2.53,70.83,3.41,0,0,0,0,Line,Texas,304,304,South,South,27.8194,-97.3925,27.8921,-97.3842
101542,3004055,3004145,0.0037,0.02577,0.00421,221.0,0.0,0.0,0.0,0.0,1,0,0,-70.64,-2.53,70.83,3.41,0,0,0,0,Line,Texas,304,304,South,South,27.8194,-97.3925,27.8921,-97.3842
101543,3004057,3004056,0.0009,0.03263,0.0,500.0,0.0,0.0,1.0,0.0,1,0,0,-299.98,-26.93,300.79,56.18,0,0,0,0,Transformer,Texas,304,304,South,South,27.8893,-97.2584,27.8893,-97.2584
101544,3004058,3004056,0.00136,0.05833,0.0,185.0,0.0,0.0,1.0,0.0,1,0,0,100.82,14.7,-100.69,-8.99,0,0,0,0,Transformer,Texas,304,304,South,South,27.8893,-97.2584,27.8893,-97.2584
101545,3004059,3004056,0.00197,0.04935,0.0,185.0,0.0,0.0,1.0,0.0,1,0,0,85.3,15.12,-85.16,-11.63,0,0,0,0,Transformer,Texas,304,304,South,South,27.8893,-97.2584,27.8893,-97.2584
101546,3004060,3004056,0.00213,0.08417,0.0,185.0,0.0,0.0,1.0,0.0,1,0,0,125.62,12.99,-125.3,-0.33,0,0,0,0,Transformer,Texas,304,304,South,South,27.8893,-97.2584,27.8893,-97.2584
101547,3004061,3004056,0.00148,0.05744,0.0,259.0,0.0,0.0,1.0,0.0,1,0,0,150.33,16.74,-150.01,-4.35,0,0,0,0,Transformer,Texas,304,304,South,South,27.8893,-97.2584,27.8893,-97.2584
101548,3004062,3004056,0.00287,0.0718,0.0,264.0,0.0,0.0,1.0,0.0,1,0,0,172.08,14.76,-171.27,5.43,0,0,0,0,Transformer,Texas,304,304,South,South,27.8893,-97.2584,27.8893,-97.2584
101549,3004063,3004056,0.00077,0.05841,0.0,260.0,0.0,0.0,1.0,0.0,1,0,0,126.2,16.97,-126.09,-8.05,0,0,0,0,Transformer,Texas,304,304,South,South,27.8893,-97.2584,27.8893,-97.2584
101550,3004056,3004158,0.00124,0.01287,0.04387,750.0,0.0,0.0,0.0,0.0,1,0,0,420.17,6.71,-418.07,10.5,0,0,0,0,Line,Texas,304,304,South,South,27.8893,-97.2584,27.8139,-97.4283
101551,3004056,3004181,0.00117,0.01146,0.02204,647.0,0.0,0.0,0.0,0.0,1,0,0,37.56,-34.96,-37.53,32.94,0,0,0,0,Line,Texas,304,304,South,South,27.8893,-97.2584,27.9958,-97.2967
101552,3004108,3004057,0.00271,0.01748,0.00334,221.0,0.0,0.0,0.0,0.0,1,0,0,-56.97,-6.51,57.06,6.74,0,0,0,0,Line,Texas,304,304,South,South,27.8679,-97.203,27.8893,-97.2584
101553,3004108,3004057,0.00271,0.01748,0.00334,221.0,0.0,0.0,0.0,0.0,1,0,0,-56.97,-6.51,57.06,6.74,0,0,0,0,Line,Texas,304,304,South,South,27.8679,-97.203,27.8893,-97.2584
101554,3004057,3004145,0.00563,0.03924,0.00641,221.0,0.0,0.0,0.0,0.0,1,0,0,92.93,6.72,-92.45,-4.0,0,0,0,0,Line,Texas,304,304,South,South,27.8893,-97.2584,27.8921,-97.3842
101555,3004057,3004145,0.00563,0.03924,0.00641,221.0,0.0,0.0,0.0,0.0,1,0,0,92.93,6.72,-92.45,-4.0,0,0,0,0,Line,Texas,304,304,South,South,27.8893,-97.2584,27.8921,-97.3842
101556,3004065,3004064,0.00915,0.19147,0.0,100.0,0.0,0.0,1.0,0.0,1,0,0,46.93,9.84,-46.73,-5.61,0,0,0,0,Transformer,Texas,304,304,South,South,27.8322,-97.5281,27.8322,-97.5281
101557,3004069,3004064,0.00989,0.02376,0.00322,98.0,0.0,0.0,0.0,0.0,1,0,0,10.32,-1.72,-10.31,1.42,0,0,0,0,Line,Texas,304,304,South,South,27.7712,-97.5188,27.8322,-97.5281
101558,3004064,3004099,0.00946,0.06459,0.01099,221.0,0.0,0.0,0.0,0.0,1,0,0,53.56,-14.71,-53.27,15.58,0,0,0,0,Line,Texas,304,304,South,South,27.8322,-97.5281,27.9629,-97.679
101559,3004064,3004099,0.00946,0.06459,0.01099,221.0,0.0,0.0,0.0,0.0,1,0,0,53.56,-14.71,-53.27,15.58,0,0,0,0,Line,Texas,304,304,South,South,27.8322,-97.5281,27.9629,-97.679
101560,3004064,3004104,0.00622,0.04017,0.00766,221.0,0.0,0.0,0.0,0.0,1,0,0,-63.75,4.62,64.0,-3.75,0,0,0,0,Line,Texas,304,304,South,South,27.8322,-97.5281,27.9386,-97.4586
101561,3004064,3004104,0.00622,0.04017,0.00766,221.0,0.0,0.0,0.0,0.0,1,0,0,-63.75,4.62,64.0,-3.75,0,0,0,0,Line,Texas,304,304,South,South,27.8322,-97.5281,27.9386,-97.4586
101562,3004066,3004068,0.013,0.05797,0.0085,149.0,0.0,0.0,0.0,0.0,1,0,0,-15.74,9.41,15.78,-10.12,0,0,0,0,Line,Texas,304,304,South,South,26.1586,-97.9892,26.3078,-98.0394
101563,3004066,3004107,0.00316,0.02043,0.0039,221.0,0.0,0.0,0.0,0.0,1,0,0,-87.9,51.23,88.21,-49.64,0,0,0,0,Line,Texas,304,304,South,South,26.1586,-97.9892,26.1619,-98.0587
101564,3004066,3004107,0.00316,0.02043,0.0039,221.0,0.0,0.0,0.0,0.0,1,0,0,-87.9,51.23,88.21,-49.64,0,0,0,0,Line,Texas,304,304,South,South,26.1586,-97.9892,26.1619,-98.0587
101565,3004111,3004067,0.00346,0.02362,0.00402,300.0,0.0,0.0,0.0,0.0,1,0,0,-185.05,46.18,186.29,-38.12,0,0,0,0,Line,Texas,304,304,South,South,26.2528,-97.7436,26.2555,-97.6675
101566,3004194,3004067,0.00473,0.03294,0.00539,300.0,0.0,0.0,0.0,0.0,1,0,0,167.95,5.09,-166.64,3.44,0,0,0,0,Line,Texas,304,304,South,South,26.3489,-97.6668,26.2555,-97.6675
101567,3004194,3004067,0.00473,0.03294,0.00539,300.0,0.0,0.0,0.0,0.0,1,0,0,167.95,5.09,-166.64,3.44,0,0,0,0,Line,Texas,304,304,South,South,26.3489,-97.6668,26.2555,-97.6675
101568,3004194,3004067,0.00473,0.03294,0.00539,300.0,0.0,0.0,0.0,0.0,1,0,0,167.95,5.09,-166.64,3.44,0,0,0,0,Line,Texas,304,304,South,South,26.3489,-97.6668,26.2555,-97.6675
101569,3004068,3004103,0.00973,0.05555,0.00835,98.0,0.0,0.0,0.0,0.0,1,0,0,31.72,-12.19,-31.62,11.91,0,0,0,0,Line,Texas,304,304,South,South,26.3078,-98.0394,26.4515,-98.092
101570,3004068,3004186,0.01855,0.08268,0.01212,149.0,0.0,0.0,0.0,0.0,1,0,0,-75.49,14.37,76.53,-11.01,0,0,0,0,Line,Texas,304,304,South,South,26.3078,-98.0394,26.3453,-97.7949
101571,3004069,3004072,0.00681,0.03892,0.00585,98.0,0.0,0.0,0.0,0.0,1,0,0,-14.56,0.51,14.58,-1.02,0,0,0,0,Line,Texas,304,304,South,South,27.7712,-97.5188,27.768,-97.3991
101572,3004071,3004070,0.00121,0.04292,0.0,353.0,0.0,0.0,1.0,0.0,1,0,0,-184.34,-26.38,184.76,41.33,0,0,0,0,Transformer,Texas,304,304,South,South,25.9439,-97.3179,25.9439,-97.3179
101573,3004071,3004070,0.00121,0.04292,0.0,353.0,0.0,0.0,1.0,0.0,1,0,0,-184.34,-26.38,184.76,41.33,0,0,0,0,Transformer,Texas,304,304,South,South,25.9439,-97.3179,25.9439,-97.3179
101574,3004070,3004183,0.002,0.02,0.07,443.0,0.0,0.0,0.0,0.0,1,0,0,-144.25,-19.83,144.66,16.68,0,0,0,0,Line,Texas,304,304,South,South,25.9439,-97.3179,26.4753,-97.6911
101575,3004070,3004192,0.00137,0.01421,0.04843,750.0,0.0,0.0,0.0,0.0,1,0,0,-112.64,-31.41,112.82,28.27,0,0,0,0,Line,Texas,304,304,South,South,25.9439,-97.3179,25.9131,-97.5214
101576,3004070,3004192,0.00137,0.01421,0.04843,750.0,0.0,0.0,0.0,0.0,1,0,0,-112.64,-31.41,112.82,28.27,0,0,0,0,Line,Texas,304,304,South,South,25.9439,-97.3179,25.9131,-97.5214
101577,3004106,3004071,0.009,0.0401,0.00588,221.0,0.0,0.0,0.0,0.0,1,0,0,-86.47,29.76,87.23,-26.99,0,0,0,0,Line,Texas,304,304,South,South,26.0516,-97.3128,25.9439,-97.3179
101578,3004072,3004156,0.00671,0.0278,0.00472,221.0,0.0,0.0,0.0,0.0,1,0,0,110.18,-25.84,-109.33,28.9,0,0,0,0,Line,Texas,304,304,South,South,27.768,-97.3991,27.7036,-97.345
101579,3004072,3004168,0.00284,0.01981,0.00324,221.0,0.0,0.0,0.0,0.0,1,0,0,-88.23,6.1,88.46,-4.89,0,0,0,0,Line,Texas,304,304,South,South,27.768,-97.3991,27.8107,-97.4404
101580,3004072,3004168,0.00284,0.01981,0.00324,221.0,0.0,0.0,0.0,0.0,1,0,0,-88.23,6.1,88.46,-4.89,0,0,0,0,Line,Texas,304,304,South,South,27.768,-97.3991,27.8107,-97.4404
101581,3004074,3004073,0.00046,0.01717,0.0,397.0,0.0,0.0,1.0,0.0,1,0,0,-265.76,61.96,266.09,-49.85,0,0,0,0,Transformer,Texas,304,304,South,South,26.208,-98.3992,26.208,-98.3992
101582,3004074,3004073,0.00046,0.01717,0.0,397.0,0.0,0.0,1.0,0.0,1,0,0,-265.76,61.96,266.09,-49.85,0,0,0,0,Transformer,Texas,304,304,South,South,26.208,-98.3992,26.208,-98.3992
101583,3004075,3004073,0.0015,0.06318,0.0,220.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,304,304,South,South,26.208,-98.3992,26.208,-98.3992
101584,3004076,3004073,0.0015,0.05994,0.0,220.0,0.0,0.0,1.0,0.0,1,0,0,176.07,22.29,-175.62,-4.49,0,0,0,0,Transformer,Texas,304,304,South,South,26.208,-98.3992,26.208,-98.3992
101585,3004077,3004073,0.00135,0.06817,0.0,220.0,0.0,0.0,1.0,0.0,1,0,0,98.55,16.9,-98.43,-10.48,0,0,0,0,Transformer,Texas,304,304,South,South,26.208,-98.3992,26.208,-98.3992
101586,3004146,3004073,0.006,0.06,0.115,548.0,0.0,0.0,0.0,0.0,1,0,0,163.47,-1.11,-161.95,4.26,0,0,0,0,Line,Texas,304,304,South,South,27.3735,-99.3506,26.208,-98.3992
101587,3004073,3004183,0.01015,0.07248,0.13214,750.0,0.0,0.0,0.0,0.0,1,0,0,-277.46,59.29,285.4,-16.32,0,0,0,0,Line,Texas,304,304,South,South,26.208,-98.3992,26.4753,-97.6911
101588,3004192,3004073,0.0062,0.06449,0.21975,820.0,0.0,0.0,0.0,0.0,1,0,0,302.3,-11.27,-296.86,45.06,0,0,0,0,Line,Texas,304,304,South,South,25.9131,-97.5214,26.208,-98.3992
101589,3004155,3004074,0.01013,0.05786,0.00869,221.0,0.0,0.0,0.0,0.0,1,0,0,-55.71,-16.78,56.05,17.78,0,0,0,0,Line,Texas,304,304,South,South,26.2537,-98.5672,26.208,-98.3992
101590,3004120,3004078,0.00325,0.01949,0.00265,250.0,0.0,0.0,0.0,0.0,1,0,0,29.24,12.73,-29.21,-12.79,0,0,0,0,Line,Texas,304,304,South,South,27.752,-97.4365,27.7299,-97.3852
101591,3004078,3004180,0.01569,0.08959,0.01346,98.0,0.0,0.0,0.0,0.0,1,0,0,-4.05,-0.98,4.05,-0.33,0,0,0,0,Line,Texas,304,304,South,South,27.7299,-97.3852,27.7774,-97.115
101592,3004079,3004157,0.00338,0.02308,0.00393,250.0,0.0,0.0,0.0,0.0,1,0,0,175.84,-27.96,-174.81,34.56,0,0,0,0,Line,Texas,304,304,South,South,26.3189,-98.3701,26.2964,-98.3
101593,3004079,3004157,0.00338,0.02308,0.00393,250.0,0.0,0.0,0.0,0.0,1,0,0,175.84,-27.96,-174.81,34.56,0,0,0,0,Line,Texas,304,304,South,South,26.3189,-98.3701,26.2964,-98.3
101594,3004081,3004080,0.00112,0.06024,0.0,171.0,0.0,0.0,1.0,0.0,1,0,0,-105.63,-10.3,105.75,16.8,0,0,0,0,Transformer,Texas,304,304,South,South,27.6064,-97.3117,27.6064,-97.3117
101595,3004081,3004080,0.00112,0.06024,0.0,171.0,0.0,0.0,1.0,0.0,1,0,0,-105.63,-10.3,105.75,16.8,0,0,0,0,Transformer,Texas,304,304,South,South,27.6064,-97.3117,27.6064,-97.3117
101596,3004082,3004080,0.00121,0.05053,0.0,342.0,0.0,0.0,1.0,0.0,1,0,0,243.04,26.69,-242.37,1.24,0,0,0,0,Transformer,Texas,304,304,South,South,27.6064,-97.3117,27.6064,-97.3117
101597,3004083,3004080,0.00111,0.04655,0.0,342.0,0.0,0.0,1.0,0.0,1,0,0,243.04,27.21,-242.43,-1.47,0,0,0,0,Transformer,Texas,304,304,South,South,27.6064,-97.3117,27.6064,-97.3117
101598,3004084,3004080,0.00039,0.02538,0.0,338.0,0.0,0.0,1.0,0.0,1,0,0,243.04,40.3,-242.82,-26.06,0,0,0,0,Transformer,Texas,304,304,South,South,27.6064,-97.3117,27.6064,-97.3117
101599,3004085,3004080,0.00054,0.02176,0.0,500.0,0.0,0.0,1.0,0.0,1,0,0,171.03,41.93,-170.87,-35.69,0,0,0,0,Transformer,Texas,304,304,South,South,27.6064,-97.3117,27.6064,-97.3117
101600,3004140,3004080,0.00421,0.04377,0.14917,750.0,0.0,0.0,0.0,0.0,1,0,0,-186.14,21.97,187.54,-23.27,0,0,0,0,Line,Texas,304,304,South,South,27.2231,-97.7892,27.6064,-97.3117
101601,3004080,3004151,0.00484,0.05033,0.17151,750.0,0.0,0.0,0.0,0.0,1,0,0,206.87,-12.9,-204.92,14.99,0,0,0,0,Line,Texas,304,304,South,South,27.6064,-97.3117,27.0011,-97.5994
101602,3004080,3004181,0.00409,0.03994,0.07686,647.0,0.0,0.0,0.0,0.0,1,0,0,-217.57,42.13,219.48,-31.66,0,0,0,0,Line,Texas,304,304,South,South,27.6064,-97.3117,27.9958,-97.2967
101603,3004183,3004080,0.002,0.02,0.07,820.0,0.0,0.0,0.0,0.0,1,0,0,-505.25,19.31,510.16,22.43,0,0,0,0,Line,Texas,304,304,South,South,26.4753,-97.6911,27.6064,-97.3117
101604,3004086,3004106,0.02192,0.09592,0.01461,149.0,0.0,0.0,0.0,0.0,1,0,0,-48.06,42.69,48.92,-40.4,0,0,0,0,Line,Texas,304,304,South,South,26.2614,-97.489,26.0516,-97.3128
101605,3004110,3004086,0.01641,0.07179,0.01093,149.0,0.0,0.0,0.0,0.0,1,0,0,-46.77,-7.06,47.13,7.46,0,0,0,0,Line,Texas,304,304,South,South,26.235,-97.2718,26.2614,-97.489
101606,3004156,3004087,0.00563,0.02463,0.00375,221.0,0.0,0.0,0.0,0.0,1,0,0,-37.66,-102.66,38.32,105.19,0,0,0,0,Line,Texas,304,304,South,South,27.7036,-97.345,27.6952,-97.2694
101607,3004090,3004089,0.01451,0.58764,0.0,28.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,304,304,South,South,26.2697,-97.867,26.2697,-97.867
101608,3004091,3004089,0.00427,0.20036,0.0,37.0,0.0,0.0,1.0,0.0,1,0,0,23.47,-1.01,-23.44,2.1,0,0,0,0,Transformer,Texas,304,304,South,South,26.2697,-97.867,26.2697,-97.867
101609,3004092,3004089,0.0034,0.12539,0.0,48.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,304,304,South,South,26.2697,-97.867,26.2697,-97.867
101610,3004093,3004089,0.01405,0.24296,0.0,40.0,0.0,0.0,1.0,0.0,1,0,0,27.96,-1.55,-27.85,3.42,0,0,0,0,Transformer,Texas,304,304,South,South,26.2697,-97.867,26.2697,-97.867
101611,3004094,3004089,0.00238,0.09215,0.0,40.0,0.0,0.0,1.0,0.0,1,0,0,27.96,-2.66,-27.94,3.37,0,0,0,0,Transformer,Texas,304,304,South,South,26.2697,-97.867,26.2697,-97.867
101612,3004095,3004089,0.0077,0.18665,0.0,40.0,0.0,0.0,1.0,0.0,1,0,0,27.96,-1.57,-27.9,3.0,0,0,0,0,Transformer,Texas,304,304,South,South,26.2697,-97.867,26.2697,-97.867
101613,3004096,3004089,0.01248,0.29442,0.0,40.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,304,304,South,South,26.2697,-97.867,26.2697,-97.867
101614,3004097,3004089,0.00925,0.21151,0.0,40.0,0.0,0.0,1.0,0.0,1,0,0,27.96,-1.41,-27.89,3.03,0,0,0,0,Transformer,Texas,304,304,South,South,26.2697,-97.867,26.2697,-97.867
101615,3004098,3004089,0.01041,0.22475,0.0,40.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,304,304,South,South,26.2697,-97.867,26.2697,-97.867
101616,3004089,3004194,0.01637,0.06793,0.01153,149.0,0.0,0.0,0.0,0.0,1,0,0,-75.25,19.63,76.22,-16.78,0,0,0,0,Line,Texas,304,304,South,South,26.2697,-97.867,26.3489,-97.6668
101617,3004169,3004099,0.00915,0.0625,0.01063,221.0,0.0,0.0,0.0,0.0,1,0,0,-56.63,3.83,56.92,-2.9,0,0,0,0,Line,Texas,304,304,South,South,28.1032,-97.808,27.9629,-97.679
101618,3004169,3004099,0.00915,0.0625,0.01063,221.0,0.0,0.0,0.0,0.0,1,0,0,-56.63,3.83,56.92,-2.9,0,0,0,0,Line,Texas,304,304,South,South,28.1032,-97.808,27.9629,-97.679
101619,3004100,3004120,0.00186,0.00773,0.00131,250.0,0.0,0.0,0.0,0.0,1,0,0,75.89,26.28,-75.77,-25.91,0,0,0,0,Line,Texas,304,304,South,South,27.7742,-97.4388,27.752,-97.4365
101620,3004150,3004100,0.00216,0.01393,0.00266,221.0,0.0,0.0,0.0,0.0,1,0,0,-123.45,-1.84,123.78,3.72,0,0,0,0,Line,Texas,304,304,South,South,27.7396,-97.4668,27.7742,-97.4388
101621,3004150,3004100,0.00216,0.01393,0.00266,221.0,0.0,0.0,0.0,0.0,1,0,0,-123.45,-1.84,123.78,3.72,0,0,0,0,Line,Texas,304,304,South,South,27.7396,-97.4668,27.7742,-97.4388
101622,3004168,3004100,0.00185,0.01287,0.0021,221.0,0.0,0.0,0.0,0.0,1,0,0,124.97,17.84,-124.68,-16.02,0,0,0,0,Line,Texas,304,304,South,South,27.8107,-97.4404,27.7742,-97.4388
101623,3004168,3004100,0.00185,0.01287,0.0021,221.0,0.0,0.0,0.0,0.0,1,0,0,124.97,17.84,-124.68,-16.02,0,0,0,0,Line,Texas,304,304,South,South,27.8107,-97.4404,27.7742,-97.4388
101624,3004168,3004100,0.00185,0.01287,0.0021,221.0,0.0,0.0,0.0,0.0,1,0,0,124.97,17.84,-124.68,-16.02,0,0,0,0,Line,Texas,304,304,South,South,27.8107,-97.4404,27.7742,-97.4388
101625,3004175,3004101,0.01931,0.08013,0.0136,149.0,0.0,0.0,0.0,0.0,1,0,0,62.64,13.62,-61.89,-11.91,0,0,0,0,Line,Texas,304,304,South,South,27.7517,-99.1261,27.557,-99.2672
101626,3004197,3004101,0.02022,0.09011,0.01321,149.0,0.0,0.0,0.0,0.0,1,0,0,79.7,9.0,-78.47,-4.9,0,0,0,0,Line,Texas,304,304,South,South,27.4881,-99.0053,27.557,-99.2672
101627,3004126,3004102,0.00411,0.02652,0.00506,300.0,0.0,0.0,0.0,0.0,1,0,0,157.19,-38.87,-156.14,45.14,0,0,0,0,Line,Texas,304,304,South,South,25.9889,-97.4436,26.0218,-97.5261
101628,3004126,3004102,0.00411,0.02652,0.00506,300.0,0.0,0.0,0.0,0.0,1,0,0,157.19,-38.87,-156.14,45.14,0,0,0,0,Line,Texas,304,304,South,South,25.9889,-97.4436,26.0218,-97.5261
101629,3004102,3004171,0.00634,0.04334,0.00737,250.0,0.0,0.0,0.0,0.0,1,0,0,144.06,-48.56,-142.64,57.47,0,0,0,0,Line,Texas,304,304,South,South,26.0218,-97.5261,26.1061,-97.6293
101630,3004102,3004171,0.00634,0.04334,0.00737,250.0,0.0,0.0,0.0,0.0,1,0,0,144.06,-48.56,-142.64,57.47,0,0,0,0,Line,Texas,304,304,South,South,26.0218,-97.5261,26.1061,-97.6293
101631,3004105,3004104,0.00385,0.08871,0.0,192.0,0.0,0.0,1.0,0.0,1,0,0,67.5,6.55,-67.33,-2.55,0,0,0,0,Transformer,Texas,304,304,South,South,27.9386,-97.4586,27.9386,-97.4586
101632,3004105,3004104,0.00385,0.08871,0.0,192.0,0.0,0.0,1.0,0.0,1,0,0,67.5,6.55,-67.33,-2.55,0,0,0,0,Transformer,Texas,304,304,South,South,27.9386,-97.4586,27.9386,-97.4586
101633,3004145,3004104,0.01294,0.03109,0.00422,147.0,0.0,0.0,0.0,0.0,1,0,0,-6.62,-12.96,6.65,12.6,0,0,0,0,Line,Texas,304,304,South,South,27.8921,-97.3842,27.9386,-97.4586
101634,3004170,3004108,0.00818,0.0358,0.00545,149.0,0.0,0.0,0.0,0.0,1,0,0,-85.0,-2.91,85.6,4.99,0,0,0,0,Line,Texas,304,304,South,South,27.873,-97.0922,27.8679,-97.203
101635,3004109,3004156,0.00373,0.02127,0.0032,98.0,0.0,0.0,0.0,0.0,1,0,0,-38.85,-42.75,38.98,43.15,0,0,0,0,Line,Texas,304,304,South,South,27.6833,-97.4063,27.7036,-97.345
101636,3004110,3004171,0.02886,0.11974,0.02032,149.0,0.0,0.0,0.0,0.0,1,0,0,-10.57,-9.19,10.62,7.26,0,0,0,0,Line,Texas,304,304,South,South,26.235,-97.2718,26.1061,-97.6293
101637,3004186,3004111,0.00861,0.0384,0.00563,221.0,0.0,0.0,0.0,0.0,1,0,0,-79.93,79.71,80.97,-75.67,0,0,0,0,Line,Texas,304,304,South,South,26.3453,-97.7949,26.2528,-97.7436
101638,3004124,3004112,0.01932,0.13196,0.02245,221.0,0.0,0.0,0.0,0.0,1,0,0,-104.43,16.39,106.52,-4.42,0,0,0,0,Line,Texas,304,304,South,South,26.8805,-98.2162,27.1391,-97.9014
101639,3004124,3004112,0.01932,0.13196,0.02245,221.0,0.0,0.0,0.0,0.0,1,0,0,-104.43,16.39,106.52,-4.42,0,0,0,0,Line,Texas,304,304,South,South,26.8805,-98.2162,27.1391,-97.9014
101640,3004112,3004141,0.0066,0.04599,0.00752,221.0,0.0,0.0,0.0,0.0,1,0,0,-109.32,3.63,110.07,0.83,0,0,0,0,Line,Texas,304,304,South,South,27.1391,-97.9014,27.2231,-97.7892
101641,3004112,3004141,0.0066,0.04599,0.00752,221.0,0.0,0.0,0.0,0.0,1,0,0,-109.32,3.63,110.07,0.83,0,0,0,0,Line,Texas,304,304,South,South,27.1391,-97.9014,27.2231,-97.7892
101642,3004114,3004113,0.00072,0.01874,0.0,387.0,0.0,0.0,1.0,0.0,1,0,0,-211.7,-31.92,212.01,40.18,0,0,0,0,Transformer,Texas,304,304,South,South,27.5667,-99.5089,27.5667,-99.5089
101643,3004115,3004113,0.00101,0.05405,0.0,180.0,0.0,0.0,1.0,0.0,1,0,0,131.61,25.73,-131.44,-16.74,0,0,0,0,Transformer,Texas,304,304,South,South,27.5667,-99.5089,27.5667,-99.5089
101644,3004116,3004113,0.00162,0.05686,0.0,180.0,0.0,0.0,1.0,0.0,1,0,0,124.88,23.21,-124.64,-14.73,0,0,0,0,Transformer,Texas,304,304,South,South,27.5667,-99.5089,27.5667,-99.5089
101645,3004146,3004113,0.0025,0.02448,0.04711,548.0,0.0,0.0,0.0,0.0,1,0,0,-12.97,-1.26,12.98,-3.68,0,0,0,0,Line,Texas,304,304,South,South,27.3735,-99.3506,27.5667,-99.5089
101646,3004190,3004114,0.00237,0.01616,0.00275,221.0,0.0,0.0,0.0,0.0,1,0,0,-86.5,-23.03,86.69,24.0,0,0,0,0,Line,Texas,304,304,South,South,27.5454,-99.462,27.5667,-99.5089
101647,3004190,3004114,0.00237,0.01616,0.00275,221.0,0.0,0.0,0.0,0.0,1,0,0,-86.5,-23.03,86.69,24.0,0,0,0,0,Line,Texas,304,304,South,South,27.5454,-99.462,27.5667,-99.5089
