bus_id,type,Pd,Qd,Gs,Bs,zone_id,Vm,Va,baseKV,loss_zone,Vmax,Vmin,lam_P,lam_Q,mu_Vmax,mu_Vmin,interconnect,lat,lon
3004143,1,14.36,4.07,0,0.0,304,1.01242,-53.3387,115.0,20,1.1,0.9,0.0,0,0,0,Texas,28.7034,-99.1912
3004144,1,16.36,4.63,0,0.0,304,1.00697,-54.9906,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.9862,-98.0602
3004145,1,49.86,14.13,0,0.0,304,0.998585,-45.6208,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.8921,-97.3842
3004146,1,0.0,0.0,0,0.0,304,1.02759,-54.8863,230.0,20,1.1,0.9,0.0,0,0,0,Texas,27.3735,-99.3506
3004147,1,193.64,54.87,0,125.41,304,1.03,-56.7042,115.0,20,1.1,0.9,0.0,0,0,0,Texas,27.3735,-99.3506
3004148,1,14.64,4.15,0,0.0,304,1.00381,-56.781,115.0,20,1.1,0.9,0.0,0,0,0,Texas,28.3103,-98.5732
3004149,1,61.36,17.38,0,0.0,304,1.00558,-44.2162,115.0,21,1.1,0.9,0.0,0,0,0,Texas,28.1207,-97.1969
3004150,1,12.53,3.55,0,0.0,304,0.996338,-47.4823,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.7396,-97.4668
3004151,1,0.0,0.0,0,0.0,304,1.02808,-48.8353,230.0,21,1.1,0.9,0.0,0,0,0,Texas,27.0011,-97.5994
3004152,1,0.0,0.0,0,0.0,304,1.02314,-47.4205,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.0011,-97.5994
3004153,2,0.0,0.0,0,0.0,304,1.03815,-47.0164,18.0,21,1.1,0.9,0.0,0,0,0,Texas,27.0011,-97.5994
3004154,1,26.32,7.46,0,0.0,304,1.0089,-66.4847,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.3216,-98.4762
3004155,1,19.45,5.51,0,0.0,304,1.01242,-64.4368,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.2537,-98.5672
3004156,1,108.01,30.6,0,0.0,304,1.00271,-48.4448,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.7036,-97.345
3004157,1,104.67,29.66,0,0.0,304,1.02288,-68.9205,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.2964,-98.3
3004158,1,0.0,0.0,0,0.0,304,1.01707,-41.0885,230.0,21,1.1,0.9,0.0,0,0,0,Texas,27.8139,-97.4283
3004159,1,36.18,10.25,0,0.0,304,1.00515,-45.2854,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.8139,-97.4283
3004160,2,0.0,0.0,0,0.0,304,1.03,-38.4892,13.8,21,1.1,0.9,0.0,0,0,0,Texas,27.8139,-97.4283
3004161,2,0.0,0.0,0,0.0,304,1.03,-38.1972,13.8,21,1.1,0.9,0.0,0,0,0,Texas,27.8139,-97.4283
3004162,2,0.0,0.0,0,0.0,304,1.03,-37.4482,13.8,21,1.1,0.9,0.0,0,0,0,Texas,27.8139,-97.4283
3004163,2,0.0,0.0,0,0.0,304,1.01707,-41.0885,13.8,21,1.1,0.9,0.0,0,0,0,Texas,27.8139,-97.4283
3004164,1,2.03,0.57,0,0.0,304,1.01197,-63.4413,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.2748,-98.6548
3004165,1,0.0,0.0,0,0.0,304,1.0256,-45.4161,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.1197,-97.5499
3004166,2,0.0,0.0,0,0.0,304,1.01173,-41.5643,13.8,21,1.1,0.9,0.0,0,0,0,Texas,27.1197,-97.5499
3004167,1,5.31,1.5,0,0.0,304,1.01818,-66.687,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.4774,-97.9215
3004168,1,8.87,2.51,0,0.0,304,1.00388,-45.5952,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.8107,-97.4404
3004169,1,27.68,7.84,0,0.0,304,1.00276,-51.1547,115.0,21,1.1,0.9,0.0,0,0,0,Texas,28.1032,-97.808
3004170,1,35.86,10.16,0,0.0,304,0.994801,-45.8534,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.873,-97.0922
3004171,1,167.63,47.5,0,142.63,304,1.03,-61.219,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.1061,-97.6293
3004172,1,42.31,11.99,0,0.0,304,1.01157,-50.1613,115.0,20,1.1,0.9,0.0,0,0,0,Texas,28.9358,-98.429
3004173,1,12.05,3.42,0,0.0,304,1.00717,-39.9419,115.0,21,1.1,0.9,0.0,0,0,0,Texas,28.2911,-96.8991
3004174,1,19.16,5.43,0,101.68,304,1.03,-56.9922,115.0,20,1.1,0.9,0.0,0,0,0,Texas,29.2037,-98.7767
3004175,1,3.16,0.89,0,19.95,304,1.03,-55.2023,115.0,20,1.1,0.9,0.0,0,0,0,Texas,27.7517,-99.1261
3004176,1,0.0,0.0,0,0.0,304,1.039,-51.732,115.0,20,1.1,0.9,0.0,0,0,0,Texas,27.5761,-98.9053
3004177,2,0.0,0.0,0,0.0,304,1.04,-48.3673,13.8,20,1.1,0.9,0.0,0,0,0,Texas,27.5761,-98.9053
3004178,1,17.46,4.95,0,42.01,304,1.03,-46.0672,115.0,21,1.1,0.9,0.0,0,0,0,Texas,28.5683,-97.5792
3004179,1,19.92,5.64,0,0.0,304,1.01829,-57.2683,115.0,20,1.1,0.9,0.0,0,0,0,Texas,27.8496,-98.3858
3004180,1,10.76,3.05,0,0.0,304,0.993444,-46.9026,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.7774,-97.115
3004181,2,0.0,0.0,0,0.0,304,1.0253,-38.3694,230.0,21,1.1,0.9,0.0,0,0,0,Texas,27.9958,-97.2967
3004182,1,22.68,6.43,0,0.0,304,1.01138,-42.5042,115.0,21,1.1,0.9,0.0,0,0,0,Texas,27.9958,-97.2967
3004183,2,0.0,0.0,0,0.0,304,1.02074,-48.7232,230.0,19,1.1,0.9,0.0,0,0,0,Texas,26.4753,-97.6911
3004184,1,0.0,0.0,0,0.0,304,1.01329,-56.4605,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.4753,-97.6911
3004185,1,37.84,10.72,0,28.18,304,1.03,-57.8211,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.9309,-99.1628
3004186,1,37.06,10.5,0,99.93,304,1.03,-68.0734,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.3453,-97.7949
3004187,1,15.06,4.27,0,0.0,304,1.00551,-58.1138,115.0,20,1.1,0.9,0.0,0,0,0,Texas,28.2932,-99.2143
3004188,1,2.97,0.84,0,0.0,304,1.03041,-52.4492,115.0,20,1.1,0.9,0.0,0,0,0,Texas,28.9512,-100.593
3004189,1,29.89,8.47,0,0.0,304,0.999908,-56.0859,115.0,20,1.1,0.9,0.0,0,0,0,Texas,28.5249,-99.5085
3004190,1,132.46,37.53,0,0.0,304,1.01377,-57.6147,115.0,20,1.1,0.9,0.0,0,0,0,Texas,27.5454,-99.462
3004191,1,46.43,13.16,0,0.0,304,1.00892,-54.6308,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.5693,-97.4423
3004192,2,0.0,0.0,0,0.0,304,1.02,-49.4374,230.0,19,1.1,0.9,0.0,0,0,0,Texas,25.9131,-97.5214
3004193,1,178.22,50.5,0,0.0,304,1.0157,-52.1897,115.0,19,1.1,0.9,0.0,0,0,0,Texas,25.9131,-97.5214
3004194,2,0.0,0.0,0,0.0,304,1.01212,-60.3241,115.0,19,1.1,0.9,0.0,0,0,0,Texas,26.3489,-97.6668
3004195,2,0.0,0.0,0,0.0,304,1.03255,-50.5364,500.0,20,1.1,0.9,0.0,0,0,0,Texas,27.4881,-99.0053
3004196,1,0.0,0.0,0,-51.65,304,1.03,-51.9942,230.0,20,1.1,0.9,0.0,0,0,0,Texas,27.4881,-99.0053
3004197,1,0.0,0.0,0,9.49,304,1.03,-53.9625,115.0,20,1.1,0.9,0.0,0,0,0,Texas,27.4881,-99.0053
3005003,1,113.64,32.2,0,0.0,305,1.01142,-70.1717,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.9117,-96.6748
3005004,1,11.69,3.31,0,0.0,305,0.998383,-63.0456,161.0,14,1.1,0.9,0.0,0,0,0,Texas,32.1583,-96.3296
3005005,1,8.95,2.53,0,0.0,305,1.02011,-54.673,161.0,18,1.1,0.9,0.0,0,0,0,Texas,32.527,-98.0088
3005006,1,100.19,28.39,0,0.0,305,1.02301,-69.7848,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.9697,-96.7973
3005007,1,72.05,20.42,0,0.0,305,1.00573,-65.5019,161.0,17,1.1,0.9,0.0,0,0,0,Texas,33.2316,-97.1099
3005008,1,7.6,2.15,0,0.0,305,1.01579,-43.1713,161.0,15,1.1,0.9,0.0,0,0,0,Texas,32.7901,-99.2418
3005009,1,62.68,17.76,0,0.0,305,1.02293,-70.9576,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.8649,-96.7904
3005010,1,133.87,37.93,0,0.0,305,1.02396,-69.0289,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.0316,-96.6732
3005011,1,7.64,2.17,0,0.0,305,1.00983,-54.944,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.2996,-96.609
3005012,1,81.32,23.04,0,0.0,305,1.00385,-65.9696,161.0,17,1.1,0.9,0.0,0,0,0,Texas,33.221,-97.146
3005013,1,19.34,5.48,0,35.9,305,1.03,-50.9473,161.0,15,1.1,0.9,0.0,0,0,0,Texas,31.8426,-98.8051
3005014,1,46.76,13.25,0,0.0,305,1.00346,-62.2846,161.0,17,1.1,0.9,0.0,0,0,0,Texas,33.2763,-97.5142
3005015,1,0.0,0.0,0,0.0,305,1.01303,-61.0414,500.0,17,1.1,0.9,0.0,0,0,0,Texas,32.928,-97.2839
3005016,1,181.16,51.33,0,0.0,305,1.0161,-65.5473,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.928,-97.2839
3005017,1,13.85,3.93,0,0.0,305,1.00532,-66.8167,161.0,17,1.1,0.9,0.0,0,0,0,Texas,33.1987,-97.3116
3005018,1,0.0,0.0,0,0.0,305,1.00976,-48.303,500.0,12,1.1,0.9,0.0,0,0,0,Texas,33.068,-98.3377
3005019,1,0.0,0.0,0,0.0,305,1.00785,-50.0313,161.0,12,1.1,0.9,0.0,0,0,0,Texas,33.068,-98.3377
3005020,2,0.0,0.0,0,0.0,305,1.00388,-46.6076,13.8,12,1.1,0.9,0.0,0,0,0,Texas,33.068,-98.3377
3005021,1,0.0,0.0,0,0.0,305,1.01126,-58.9353,500.0,17,1.1,0.9,0.0,0,0,0,Texas,32.7206,-97.5142
3005022,1,140.24,39.73,0,0.0,305,1.01382,-62.5999,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.7206,-97.5142
3005023,2,0.0,0.0,0,0.0,305,1.01126,-58.9353,13.8,17,1.1,0.9,0.0,0,0,0,Texas,32.7206,-97.5142
3005024,1,50.92,14.43,0,0.0,305,1.01245,-55.2877,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.4173,-97.7556
3005025,1,74.46,21.1,0,0.0,305,1.00581,-61.8886,161.0,18,1.1,0.9,0.0,0,0,0,Texas,32.2767,-97.5084
3005026,1,71.11,20.15,0,0.0,305,1.01287,-67.0414,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.639,-97.3351
3005027,1,74.13,21.0,0,0.0,305,1.0153,-67.8516,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.6673,-97.4166
3005028,1,9.35,2.65,0,0.0,305,1.02022,-67.9947,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.824,-97.0487
3005029,1,12.77,3.62,0,0.0,305,1.00994,-54.2158,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.1959,-97.2653
3005030,1,79.61,22.55,0,0.0,305,1.0051,-65.5984,161.0,12,1.1,0.9,0.0,0,0,0,Texas,32.8531,-97.6966
3005031,1,42.36,12.0,0,0.0,305,1.014,-66.1593,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.1517,-96.4832
3005032,1,47.16,13.36,0,0.0,305,1.01336,-69.1331,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.7468,-96.8027
3005033,1,0.0,0.0,0,0.0,305,1.01791,-63.4106,500.0,16,1.1,0.9,0.0,0,0,0,Texas,32.6486,-96.6444
3005034,1,55.35,15.68,0,0.0,305,1.01705,-65.589,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.6486,-96.6444
3005035,2,0.0,0.0,0,0.0,305,1.01791,-63.4106,13.2,16,1.1,0.9,0.0,0,0,0,Texas,32.6486,-96.6444
3005036,2,0.0,0.0,0,0.0,305,1.01791,-63.4106,13.2,16,1.1,0.9,0.0,0,0,0,Texas,32.6486,-96.6444
3005037,2,0.0,0.0,0,0.0,305,1.02,-62.7655,13.2,16,1.1,0.9,0.0,0,0,0,Texas,32.6486,-96.6444
3005038,2,0.0,0.0,0,0.0,305,1.02,-62.7445,13.2,16,1.1,0.9,0.0,0,0,0,Texas,32.6486,-96.6444
3005039,2,0.0,0.0,0,0.0,305,1.02,-63.1188,13.2,16,1.1,0.9,0.0,0,0,0,Texas,32.6486,-96.6444
3005040,2,0.0,0.0,0,0.0,305,1.02,-62.5391,13.2,16,1.1,0.9,0.0,0,0,0,Texas,32.6486,-96.6444
3005041,2,0.0,0.0,0,0.0,305,1.02,-62.8054,13.2,16,1.1,0.9,0.0,0,0,0,Texas,32.6486,-96.6444
3005042,2,0.0,0.0,0,0.0,305,1.02,-62.6966,13.2,16,1.1,0.9,0.0,0,0,0,Texas,32.6486,-96.6444
3005043,1,68.1,19.29,0,0.0,305,1.00184,-69.1038,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.9455,-96.3753
3005044,1,17.5,4.96,0,0.0,305,1.0113,-62.6335,161.0,17,1.1,0.9,0.0,0,0,0,Texas,33.0419,-97.5971
3005045,1,0.0,0.0,0,0.0,305,1.01692,-48.4431,500.0,18,1.1,0.9,0.0,0,0,0,Texas,32.2822,-98.1967
3005046,1,77.11,21.85,0,0.0,305,1.01538,-50.4652,161.0,18,1.1,0.9,0.0,0,0,0,Texas,32.2822,-98.1967
3005047,1,0.0,0.0,0,0.0,305,1.01344,-59.3635,500.0,17,1.1,0.9,0.0,0,0,0,Texas,32.504,-97.1884
3005048,1,184.54,52.29,0,0.0,305,1.00909,-63.6416,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.504,-97.1884
3005049,1,0.0,0.0,0,0.0,305,1.01417,-59.6397,500.0,16,1.1,0.9,0.0,0,0,0,Texas,33.1707,-96.1264
3005050,1,64.6,18.3,0,0.0,305,1.01288,-63.9854,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.1707,-96.1264
3005051,2,0.0,0.0,0,0.0,305,1.02,-58.8795,22.0,16,1.1,0.9,0.0,0,0,0,Texas,33.1707,-96.1264
3005052,1,0.0,0.0,0,0.0,305,1.0146,-62.8232,115.0,16,1.1,0.9,0.0,0,0,0,Texas,33.1707,-96.1264
3005053,1,152.78,43.29,0,0.0,305,1.01064,-68.932,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.0901,-96.74
3005054,1,21.17,6.0,0,0.0,305,1.00116,-56.9033,161.0,14,1.1,0.9,0.0,0,0,0,Texas,31.5031,-96.52
3005055,1,0.0,0.0,0,0.0,305,1.00788,-49.7943,500.0,12,1.1,0.9,0.0,0,0,0,Texas,33.1344,-98.6117
3005056,1,40.4,11.45,0,0.0,305,1.00688,-50.6369,161.0,12,1.1,0.9,0.0,0,0,0,Texas,33.1344,-98.6117
3005057,2,0.0,0.0,0,0.0,305,1.00788,-49.7943,13.8,12,1.1,0.9,0.0,0,0,0,Texas,33.1344,-98.6117
3005058,2,0.0,0.0,0,0.0,305,1.00069,-47.0067,13.8,12,1.1,0.9,0.0,0,0,0,Texas,33.1344,-98.6117
3005059,1,0.0,0.0,0,0.0,305,1.00663,-63.6776,161.0,14,1.1,0.9,0.0,0,0,0,Texas,32.2778,-96.1053
3005060,1,0.0,0.0,0,0.0,305,1.00932,-66.0046,115.0,14,1.1,0.9,0.0,0,0,0,Texas,32.2778,-96.1053
3005061,1,0.0,0.0,0,32.19,305,1.03,-69.2931,115.0,14,1.1,0.9,0.0,0,0,0,Texas,32.2778,-96.1053
3005062,1,43.74,12.39,0,0.0,305,1.00204,-73.5759,115.0,14,1.1,0.9,0.0,0,0,0,Texas,32.2778,-96.1053
3005063,1,0.0,0.0,0,0.0,305,1.0194,-61.6517,500.0,17,1.1,0.9,0.0,0,0,0,Texas,32.7751,-97.1421
3005064,1,77.07,21.84,0,0.0,305,1.01805,-65.7644,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.7751,-97.1421
3005065,2,0.0,0.0,0,0.0,305,1.02035,-61.5502,13.8,17,1.1,0.9,0.0,0,0,0,Texas,32.7751,-97.1421
3005066,2,0.0,0.0,0,0.0,305,1.0194,-61.6517,13.8,17,1.1,0.9,0.0,0,0,0,Texas,32.7751,-97.1421
3005067,2,0.0,0.0,0,0.0,305,1.03,-59.0877,13.8,17,1.1,0.9,0.0,0,0,0,Texas,32.7751,-97.1421
3005068,2,0.0,0.0,0,0.0,305,1.03,-58.9615,13.8,17,1.1,0.9,0.0,0,0,0,Texas,32.7751,-97.1421
3005069,2,0.0,0.0,0,0.0,305,1.03,-58.7909,13.8,17,1.1,0.9,0.0,0,0,0,Texas,32.7751,-97.1421
3005070,1,74.65,21.15,0,0.0,305,1.01251,-69.5923,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.7812,-96.8788
3005071,1,74.11,21.0,0,0.0,305,1.01822,-54.288,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.5768,-97.1272
3005072,1,72.34,20.5,0,0.0,305,1.01916,-69.234,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.9974,-96.7882
3005073,1,8.83,2.5,0,0.0,305,1.02827,-46.1509,161.0,15,1.1,0.9,0.0,0,0,0,Texas,31.7062,-99.1514
3005074,1,31.78,9.0,0,0.0,305,1.01008,-68.9147,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.2419,-96.808
3005075,1,3.96,1.12,0,0.0,305,1.01346,-56.3247,161.0,18,1.1,0.9,0.0,0,0,0,Texas,31.5539,-98.0491
3005076,1,0.0,0.0,0,0.0,305,1.01486,-70.9175,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.7385,-96.1692
3005077,1,18.49,5.24,0,61.95,305,1.03,-71.9152,115.0,16,1.1,0.9,0.0,0,0,0,Texas,32.7385,-96.1692
3005078,1,66.42,18.82,0,0.0,305,1.00097,-66.2733,161.0,17,1.1,0.9,0.0,0,0,0,Texas,33.2734,-96.9901
3005079,1,38.19,10.82,0,0.0,305,1.02568,-55.7443,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.5138,-97.153
3005080,1,37.61,10.66,0,0.0,305,1.00601,-56.5844,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.2686,-97.2025
3005081,1,89.83,25.45,0,0.0,305,1.00938,-55.2195,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.1436,-97.761
3005082,1,102.22,28.96,0,0.0,305,1.02058,-68.9912,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.6921,-97.0865
3005083,1,0.0,0.0,0,0.0,305,1.02,-63.1651,500.0,16,1.1,0.9,0.0,0,0,0,Texas,33.172,-96.6963
3005084,1,224.2,63.52,0,0.0,305,1.01318,-67.3565,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.172,-96.6963
3005085,1,51.3,14.54,0,0.0,305,1.0075,-69.1289,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.6656,-96.8731
3005086,1,92.04,26.08,0,0.0,305,1.01077,-68.5449,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.7193,-97.155
3005087,1,4.13,1.17,0,0.0,305,1.00227,-63.2001,161.0,14,1.1,0.9,0.0,0,0,0,Texas,32.1375,-96.9925
3005088,1,0.0,0.0,0,0.0,305,1.00805,-58.5656,161.0,18,1.1,0.9,0.0,0,0,0,Texas,31.8694,-97.3667
3005089,2,0.0,0.0,0,0.0,305,1.00805,-58.5656,13.8,18,1.1,0.9,0.0,0,0,0,Texas,31.8694,-97.3667
3005090,1,108.74,30.81,0,359.74,305,1.03,-70.4448,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.8313,-96.7712
3005091,1,5.33,1.51,0,0.0,305,1.00163,-62.6111,161.0,14,1.1,0.9,0.0,0,0,0,Texas,32.0387,-96.8079
3005092,1,17.62,4.99,0,0.0,305,1.00755,-66.4515,161.0,14,1.1,0.9,0.0,0,0,0,Texas,32.2809,-97.1608
3005093,1,47.98,13.6,0,271.03,305,1.03,-67.0459,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.9866,-97.3773
3005094,1,2.66,0.75,0,0.0,305,1.01538,-60.477,161.0,14,1.1,0.9,0.0,0,0,0,Texas,32.2111,-96.7528
3005095,1,32.24,9.14,0,0.0,305,1.01398,-68.8582,161.0,17,1.1,0.9,0.0,0,0,0,Texas,33.1104,-97.0055
3005096,1,61.74,17.49,0,0.0,305,1.01944,-68.0716,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.0218,-96.6155
3005097,1,82.57,23.4,0,0.0,305,1.01806,-67.3499,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.8141,-97.0913
3005098,1,156.22,44.26,0,236.47,305,1.03,-68.1113,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.5819,-97.4206
3005099,1,67.63,19.16,0,114.96,305,1.03,-69.0688,161.0,17,1.1,0.9,0.0,0,0,0,Texas,33.0349,-97.1249
3005100,1,22.45,6.36,0,0.0,305,1.01543,-68.7531,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.7706,-96.7464
3005101,1,22.63,6.41,0,0.0,305,1.02491,-52.1268,161.0,15,1.1,0.9,0.0,0,0,0,Texas,31.8911,-98.6146
3005102,1,0.0,0.0,0,0.0,305,1.01719,-64.1913,500.0,16,1.1,0.9,0.0,0,0,0,Texas,32.9761,-96.7421
3005103,1,234.49,66.44,0,0.0,305,1.01731,-68.3794,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.9761,-96.7421
3005104,1,79.02,22.39,0,0.0,305,1.00908,-66.5534,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.6201,-97.2749
3005105,1,105.27,29.83,0,0.0,305,1.01334,-69.9734,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.9192,-96.9894
3005106,2,0.0,0.0,0,0.0,305,1.01334,-69.9734,13.8,17,1.1,0.9,0.0,0,0,0,Texas,32.9192,-96.9894
3005107,2,0.0,0.0,0,0.0,305,1.01334,-69.9734,13.8,17,1.1,0.9,0.0,0,0,0,Texas,32.9192,-96.9894
3005108,1,40.12,11.37,0,477.09,305,1.03,-67.6492,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.6361,-96.9646
3005109,1,53.98,15.29,0,0.0,305,1.00158,-68.4975,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.5627,-96.7522
3005110,1,3.44,0.97,0,0.0,305,0.996044,-54.0298,161.0,12,1.1,0.9,0.0,0,0,0,Texas,32.7641,-98.2769
3005111,1,37.24,10.55,0,0.0,305,1.02455,-70.4679,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.96,-96.8385
3005112,1,14.25,4.04,0,0.0,305,1.02127,-55.5276,161.0,18,1.1,0.9,0.0,0,0,0,Texas,32.0015,-97.8826
3005113,1,21.58,6.11,0,0.0,305,1.01176,-67.0977,161.0,17,1.1,0.9,0.0,0,0,0,Texas,33.2788,-97.3023
3005114,1,56.95,16.13,0,0.0,305,1.01071,-68.5418,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.5688,-96.2551
3005115,1,17.73,5.02,0,0.0,305,1.02278,-66.6333,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.0663,-96.2221
3005116,1,141.56,40.11,0,0.0,305,1.01629,-69.8199,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.0342,-96.8116
3005117,1,128.28,36.35,0,0.0,305,1.00871,-68.5055,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.6911,-97.2626
3005118,1,8.65,2.45,0,0.0,305,1.01562,-44.4507,161.0,15,1.1,0.9,0.0,0,0,0,Texas,32.3412,-99.1983
3005119,1,4.4,1.25,0,0.0,305,1.00782,-55.7837,161.0,12,1.1,0.9,0.0,0,0,0,Texas,33.015,-98.0537
3005120,1,0.0,0.0,0,0.0,305,1.03135,-46.211,500.0,15,1.1,0.9,0.0,0,0,0,Texas,31.7483,-99.0329
3005121,1,76.66,21.72,0,36.27,305,1.03,-46.8376,161.0,15,1.1,0.9,0.0,0,0,0,Texas,31.7483,-99.0329
3005122,1,65.0,18.42,0,0.0,305,1.02201,-70.1658,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.842,-96.7026
3005123,1,0.0,0.0,0,0.0,305,1.01948,-52.3668,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.2024,-96.8142
3005124,1,26.69,7.56,0,0.0,305,1.01872,-51.4709,115.0,13,1.1,0.9,0.0,0,0,0,Texas,31.2024,-96.8142
3005125,1,67.92,19.24,0,0.0,305,1.01739,-66.7014,161.0,17,1.1,0.9,0.0,0,0,0,Texas,32.785,-97.1001
3005126,1,173.21,49.08,0,0.0,305,1.0175,-70.6799,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.9126,-96.7366
3005127,1,3.89,1.1,0,0.0,305,1.02377,-55.7964,161.0,18,1.1,0.9,0.0,0,0,0,Texas,31.769,-97.8044
3005128,1,90.51,25.65,0,0.0,305,1.01336,-69.8796,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.7531,-96.8396
3005129,1,14.89,4.22,0,0.0,305,1.03093,-50.5806,161.0,18,1.1,0.9,0.0,0,0,0,Texas,31.6274,-98.5467
3005130,1,99.79,28.27,0,0.0,305,1.01314,-68.897,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.0213,-96.7416
3005131,1,0.0,0.0,0,0.0,305,1.02711,-50.107,500.0,13,1.1,0.9,0.0,0,0,0,Texas,31.0517,-97.4999
3005132,1,102.52,29.05,0,0.0,305,1.02055,-52.3047,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.0517,-97.4999
3005133,1,12.16,3.45,0,0.0,305,1.01964,-55.115,161.0,18,1.1,0.9,0.0,0,0,0,Texas,32.3626,-97.9244
3005134,1,26.98,7.64,0,0.0,305,1.01124,-47.2745,161.0,15,1.1,0.9,0.0,0,0,0,Texas,32.8043,-98.8925
3005135,1,27.59,7.82,0,0.0,305,1.02147,-52.4197,161.0,15,1.1,0.9,0.0,0,0,0,Texas,32.4959,-98.664
3005136,1,11.94,3.38,0,0.0,305,1.00212,-62.6603,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.4622,-95.7575
3005137,1,0.0,0.0,0,0.0,305,1.02342,-53.6678,500.0,13,1.1,0.9,0.0,0,0,0,Texas,31.4757,-97.0839
3005138,1,105.04,29.76,0,0.0,305,1.02309,-54.9555,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.4757,-97.0839
3005139,1,86.38,24.47,0,242.36,305,1.03,-71.1342,161.0,16,1.1,0.9,0.0,0,0,0,Texas,32.9232,-96.8917
3005140,1,8.65,2.45,0,0.0,305,1.01123,-55.7375,161.0,13,1.1,0.9,0.0,0,0,0,Texas,31.4864,-97.7069
3005141,1,45.38,12.86,0,0.0,305,1.0067,-66.4561,161.0,16,1.1,0.9,0.0,0,0,0,Texas,33.3217,-96.3785
